invoice_no,quantity,unit_price,discount_percentage,discount_amount,taxable_value,gst_rate,cgst,sgst,igst,cess_rate,cess_amount,total_tax,total_amount,calculated_gross_value,discount_difference,taxable_value_difference,gst_difference,total_tax_difference,total_amount_difference,cgst_sgst_split_difference,igst_difference,duplicate_transaction_frequency,duplicate_transaction_flag,supplier_frequency,buyer_frequency,supplier_buyer_frequency,supplier_daily_frequency,buyer_daily_frequency,daily_transaction_frequency,future_date_flag,days_beyond_allowed_end,invoice_month
INV015429,83,25266.64,0,0.0,2097131.12,5,52428.28,52428.28,0.0,0.0,0.0,104856.56,2201987.68,2097131.1199999999,0.0,2.3283064365386963e-10,0.003999999986262992,0.0,0.0,0.003999999986262992,0.0,1,0,48,20,1,1,1,57,0,0,11
INV015430,4,85644.09,0,0.0,342576.36,18,30831.87,30831.87,0.0,0.0,0.0,61663.74,404240.1,342576.36,0.0,0.0,0.004799999995157123,0.0,0.0,0.004799999995157123,0.0,1,0,43,18,1,1,1,50,0,0,7
INV015431,41,4545.55,0,0.0,186367.55,18,0.0,0.0,33546.16,0.0,0.0,33546.16,219913.71,186367.55000000002,0.0,2.9103830456733704e-11,0.0010000000038417056,0.0,0.0,0.0,0.0010000000038417056,1,0,45,27,1,2,1,51,0,0,11
INV015432,35,2721.66,5,4762.9,90495.2,18,8144.57,8144.57,0.0,0.0,0.0,16289.14,106784.34,95258.09999999999,0.005000000000109139,0.0,0.004000000000814907,0.0,0.0,0.004000000000814907,0.0,1,0,34,20,1,1,1,54,0,0,3
INV015433,68,139.94,0,0.0,9515.92,5,237.9,237.9,0.0,0.0,0.0,475.8,9991.72,9515.92,0.0,0.0,0.004000000000019099,0.0,0.0,0.004000000000019099,0.0,1,0,37,18,1,2,1,45,0,0,8
INV015434,66,2793.88,15,27659.41,156736.67,28,21943.13,21943.13,0.0,0.0,0.0,43886.26,200622.93,184396.08000000002,0.0020000000004074536,0.0,0.007600000004458707,0.0,2.9103830456733704e-11,0.007600000004458707,0.0,1,0,36,28,1,2,1,60,0,0,5
INV015435,26,838.29,15,3269.33,18526.21,28,2593.67,2593.67,0.0,0.0,0.0,5187.34,23713.55,21795.54,0.0010000000002037268,0.0,0.0011999999996987754,0.0,0.0,0.0011999999996987754,0.0,1,0,31,17,1,1,1,44,0,0,3
INV015436,4,50758.75,0,0.0,203035.0,28,28424.9,28424.9,0.0,0.0,0.0,56849.8,259884.8,203035.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,44,38,1,1,1,55,0,0,10
INV015437,49,956.72,10,4687.93,42191.35,28,5906.79,5906.79,0.0,0.0,0.0,11813.58,54004.93,46879.28,0.0020000000004074536,0.0,0.0019999999985884642,0.0,0.0,0.0019999999985884642,0.0,1,0,45,20,1,1,1,63,0,0,7
INV015438,48,1634.92,15,11771.42,66704.74,12,0.0,0.0,8004.57,2.0,1334.09,9338.66,76043.4,78476.16,0.004000000000814907,0.0,0.0011999999987892807,0.0,1.4551915228366852e-11,0.0,0.0011999999987892807,1,0,43,20,1,1,1,53,0,0,11
INV015439,62,36950.84,15,343642.81,1947309.27,18,0.0,0.0,350515.67,0.0,0.0,350515.67,2297824.94,2290952.0799999996,0.001999999978579581,4.656612873077393e-10,0.001400000008288771,0.0,0.0,0.0,0.001400000008288771,1,0,35,20,1,1,2,90,0,0,12
INV015440,28,2837.45,10,7944.86,71503.74,28,0.0,0.0,20021.05,0.0,0.0,20021.05,91524.79,79448.59999999999,9.094947017729282e-13,1.4551915228366852e-11,0.002799999998387648,0.0,1.4551915228366852e-11,0.0,0.002799999998387648,1,0,47,18,1,2,1,47,0,0,7
INV015441,73,1977.66,5,7218.46,137150.72,28,0.0,0.0,38402.2,0.0,0.0,38402.2,175552.92,144369.18,0.0010000000011132215,0.0,0.001600000003236346,0.0,2.9103830456733704e-11,0.0,0.001600000003236346,1,0,43,20,1,1,1,63,0,0,1
INV015442,1,60593.94,0,0.0,60593.94,18,5453.45,5453.45,0.0,0.0,0.0,10906.9,71500.84,60593.94,0.0,0.0,0.009200000000419095,0.0,0.0,0.009200000000419095,0.0,1,0,38,22,1,1,1,59,0,0,4
INV015443,99,47647.43,5,235854.78,4481240.79,12,268874.45,268874.45,0.0,0.0,0.0,537748.9,5018989.69,4717095.57,0.0014999999839346856,0.0,0.005200000014156103,0.0,0.0,0.005200000014156103,0.0,1,0,51,111,1,1,92,151,0,0,10
INV015444,44,1724.27,5,3793.39,72074.49,28,10090.43,10090.43,0.0,0.0,0.0,20180.86,92255.35,75867.88,0.00400000000036016,0.0,0.002799999998387648,0.0,0.0,0.002799999998387648,0.0,1,0,48,26,1,2,1,54,0,0,10
INV015445,73,1771.39,0,0.0,129311.47,28,0.0,0.0,36207.21,0.0,0.0,36207.21,165518.68,129311.47,0.0,0.0,0.001600000003236346,0.0,0.0,0.0,0.001600000003236346,1,0,42,15,1,1,1,49,0,0,6
INV015446,57,931.87,10,5311.66,47804.93,5,1195.12,1195.12,0.0,0.0,0.0,2390.24,50195.17,53116.590000000004,0.0009999999992942321,7.275957614183426e-12,0.006499999999959982,0.0,0.0,0.006499999999959982,0.0,1,0,34,20,1,1,1,53,0,0,10
INV015447,5,5993.53,10,2996.76,26970.89,12,1618.25,1618.25,0.0,0.0,0.0,3236.5,30207.39,29967.649999999998,0.004999999999654392,0.0,0.00680000000011205,0.0,0.0,0.00680000000011205,0.0,1,0,36,21,1,1,1,61,0,0,6
INV015448,85,82.81,0,0.0,7038.85,18,633.5,633.5,0.0,0.0,0.0,1267.0,8305.85,7038.85,0.0,0.0,0.007000000000061846,0.0,0.0,0.007000000000061846,0.0,1,0,39,23,1,1,1,57,0,0,1
INV015449,22,2422.98,5,2665.28,50640.28,18,4557.63,4557.63,0.0,0.0,0.0,9115.26,59755.54,53305.56,0.0020000000004074536,0.0,0.009599999999409192,0.0,0.0,0.009599999999409192,0.0,1,0,38,23,1,1,1,54,0,0,9
INV015450,45,3030.13,5,6817.79,129538.06,18,11658.43,11658.43,0.0,0.0,0.0,23316.86,152854.92,136355.85,0.0024999999995998223,1.4551915228366852e-11,0.009200000000419095,0.0,2.9103830456733704e-11,0.009200000000419095,0.0,1,0,30,17,1,1,1,59,0,0,5
INV015451,39,1224.1,15,7160.98,40578.92,5,1014.47,1014.47,0.0,0.0,0.0,2028.94,42607.86,47739.899999999994,0.004999999999199645,0.0,0.005999999999630745,0.0,0.0,0.005999999999630745,0.0,1,0,42,22,1,1,1,48,0,0,7
INV015452,63,3877.61,0,0.0,244289.43,12,0.0,0.0,29314.73,0.0,0.0,29314.73,273604.16,244289.43000000002,0.0,2.9103830456733704e-11,0.001600000003236346,0.0,0.0,0.0,0.001600000003236346,1,0,32,17,1,1,1,59,0,0,12
INV015453,57,805.67,5,2296.16,43627.03,5,1090.68,1090.68,0.0,0.0,0.0,2181.36,45808.39,45923.189999999995,0.0005000000001018634,0.0,0.008500000000367436,0.0,0.0,0.008500000000367436,0.0,1,0,49,31,1,1,1,53,0,0,3
INV015454,84,291.73,0,0.0,24505.32,12,1470.32,1470.32,0.0,0.0,0.0,2940.64,27445.96,24505.32,0.0,0.0,0.0016000000000531145,0.0,0.0,0.0016000000000531145,0.0,1,0,35,14,1,1,1,48,0,0,11
INV015455,55,4213.71,0,0.0,231754.05,12,13905.24,13905.24,0.0,2.0,4635.08,32445.56,264199.61,231754.05,0.0,0.0,0.005999999997584382,3.637978807091713e-12,0.0,0.005999999997584382,0.0,1,0,30,20,1,1,1,47,0,0,12
INV015456,29,8412.47,0,0.0,243961.63,5,0.0,0.0,12198.08,0.0,0.0,12198.08,256159.71,243961.62999999998,0.0,2.9103830456733704e-11,0.0014999999984866008,0.0,0.0,0.0,0.0014999999984866008,1,0,44,21,1,1,1,56,0,0,10
INV015457,32,3950.63,0,0.0,126420.16,18,11377.81,11377.81,0.0,0.0,0.0,22755.62,149175.78,126420.16,0.0,0.0,0.008799999999610009,0.0,0.0,0.008799999999610009,0.0,1,0,45,25,1,2,1,51,0,0,7
INV015458,83,433.83,5,1800.39,34207.5,18,3078.68,3078.68,0.0,0.0,0.0,6157.36,40364.86,36007.89,0.004500000000007276,0.0,0.009999999999308784,0.0,0.0,0.009999999999308784,0.0,1,0,38,21,1,1,1,63,0,0,12
INV015459,29,40644.79,0,0.0,1178698.91,12,0.0,0.0,141443.87,0.0,0.0,141443.87,1320142.78,1178698.91,0.0,0.0,0.0008000000088941306,0.0,2.3283064365386963e-10,0.0,0.0008000000088941306,1,0,36,15,1,1,1,55,0,0,7
INV015460,60,84344.16,0,0.0,5060649.6,5,126516.24,126516.24,0.0,0.0,0.0,253032.48,5313682.08,5060649.600000001,0.0,9.313225746154785e-10,0.0,0.0,0.0,0.0,0.0,1,0,40,22,1,1,1,63,0,0,11
INV015461,78,897.47,0,0.0,70002.66,5,0.0,0.0,3500.13,0.0,0.0,3500.13,73502.79,70002.66,0.0,0.0,0.003000000000156433,0.0,1.4551915228366852e-11,0.0,0.003000000000156433,1,0,28,111,1,1,92,151,0,0,10
INV015462,29,1028.97,10,2984.01,26856.12,12,0.0,0.0,3222.73,0.0,0.0,3222.73,30078.85,29840.13,0.0029999999997016857,3.637978807091713e-12,0.004399999999805004,0.0,0.0,0.0,0.004399999999805004,1,0,39,16,1,1,1,45,0,0,7
INV015463,94,95362.95,0,0.0,8964117.3,5,0.0,0.0,448205.86,0.0,0.0,448205.86,9412323.16,8964117.299999999,0.0,1.862645149230957e-09,0.005000000004656613,0.0,0.0,0.0,0.005000000004656613,1,0,36,19,1,1,1,151,0,0,10
INV015464,5,137.53,0,0.0,687.65,28,0.0,0.0,192.54,2.0,13.75,206.29,893.94,687.65,0.0,0.0,0.0020000000000095497,0.0,1.1368683772161603e-13,0.0,0.0020000000000095497,1,0,41,34,1,1,1,59,0,0,3
INV015465,19,479.66,5,455.68,8657.86,28,1212.1,1212.1,0.0,0.0,0.0,2424.2,11082.06,9113.54,0.002999999999985903,0.0,0.0008000000002539309,0.0,1.8189894035458565e-12,0.0008000000002539309,0.0,1,0,46,20,1,1,1,53,0,0,12
INV015466,91,998.33,0,0.0,90848.03,28,12718.72,12718.72,0.0,0.0,0.0,25437.44,116285.47,90848.03,0.0,0.0,0.008399999998800922,0.0,0.0,0.008399999998800922,0.0,1,0,41,17,1,2,1,151,0,0,10
INV015467,94,12959.76,0,0.0,1218217.44,5,30455.44,30455.44,0.0,0.0,0.0,60910.88,1279128.32,1218217.44,0.0,0.0,0.008000000001629815,0.0,2.3283064365386963e-10,0.008000000001629815,0.0,1,0,44,23,1,1,1,72,0,0,4
INV015468,84,30611.64,5,128568.89,2442808.87,28,0.0,0.0,683986.48,5.0,122140.44,806126.92,3248935.79,2571377.76,0.0020000000076834112,4.656612873077393e-10,0.003600000054575503,1.1641532182693481e-10,0.0,0.0,0.003600000054575503,1,0,43,17,1,1,1,42,0,0,6
INV015469,10,86236.12,10,86236.12,776125.08,12,46567.5,46567.5,0.0,0.0,0.0,93135.0,869260.08,862361.2,0.0,0.0,0.009599999990314245,0.0,0.0,0.009599999990314245,0.0,1,0,48,15,1,1,1,53,0,0,3
INV015470,4,20617.05,15,12370.23,70097.97,18,6308.82,6308.82,0.0,0.0,0.0,12617.64,82715.61,82468.2,0.0,0.0,0.005400000000008731,0.0,0.0,0.005400000000008731,0.0,1,0,41,13,1,1,1,67,0,0,7
INV015471,24,17438.56,10,41852.54,376672.9,28,0.0,0.0,105468.41,1.0,3766.73,109235.14,485908.04,418525.44000000006,0.004000000000814907,5.820766091346741e-11,0.0020000000076834112,0.0,5.820766091346741e-11,0.0,0.0020000000076834112,1,0,43,19,2,1,1,60,0,0,3
INV015472,12,9624.23,10,11549.08,103941.68,12,6236.5,6236.5,0.0,0.0,0.0,12473.0,116414.68,115490.76,0.004000000000814907,0.0,0.0015999999995983671,0.0,0.0,0.0015999999995983671,0.0,1,0,39,14,1,1,1,48,0,0,1
INV015473,68,752.53,0,0.0,51172.04,5,1279.3,1279.3,0.0,0.0,0.0,2558.6,53730.64,51172.04,0.0,0.0,0.0020000000004074536,0.0,0.0,0.0020000000004074536,0.0,1,0,41,17,1,1,1,52,0,0,2
INV015474,46,255.18,10,1173.83,10564.45,12,633.87,633.87,0.0,0.0,0.0,1267.74,11832.19,11738.28,0.0019999999999527063,0.0,0.005999999999858119,0.0,0.0,0.005999999999858119,0.0,1,0,36,22,1,1,1,53,0,0,8
INV015475,3,75487.31,0,0.0,226461.93,5,5661.55,5661.55,0.0,0.0,0.0,11323.1,237785.03,226461.93,0.0,0.0,0.003500000000713044,0.0,0.0,0.003500000000713044,0.0,1,0,45,27,1,1,1,58,0,0,2
INV015476,7,39550.2,10,27685.14,249166.26,28,0.0,0.0,69766.55,0.0,0.0,69766.55,318932.81,276851.39999999997,3.637978807091713e-12,5.820766091346741e-11,0.0028000000020256266,0.0,0.0,0.0,0.0028000000020256266,1,0,39,21,1,1,1,56,0,0,9
INV015477,38,12163.51,0,0.0,462213.38,12,27732.8,27732.8,0.0,0.0,0.0,55465.6,517678.98,462213.38,0.0,0.0,0.005600000004051253,0.0,0.0,0.005600000004051253,0.0,1,0,37,16,1,2,1,50,0,0,7
INV015478,57,6895.72,0,0.0,393056.04,5,0.0,0.0,19652.8,0.0,0.0,19652.8,412708.84,393056.04000000004,0.0,5.820766091346741e-11,0.0020000000004074536,0.0,5.820766091346741e-11,0.0,0.0020000000004074536,1,0,25,18,1,1,1,49,0,0,9
INV015479,58,491.8,0,0.0,28524.4,18,2567.2,2567.2,0.0,0.0,0.0,5134.4,33658.8,28524.4,0.0,0.0,0.007999999999810825,0.0,0.0,0.007999999999810825,0.0,1,0,38,25,1,1,1,59,0,0,5
INV015480,15,6362.66,5,4771.99,90667.91,12,5440.07,5440.07,0.0,0.0,0.0,10880.14,101548.05,95439.9,0.005000000000109139,1.4551915228366852e-11,0.009200000000419095,0.0,0.0,0.009200000000419095,0.0,1,0,41,21,1,1,2,155,0,0,8
INV015481,38,2836.9,15,16170.33,91631.87,18,8246.87,8246.87,0.0,2.0,1832.64,18326.38,109958.25,107802.2,0.0,0.0,0.003400000001420267,0.0,0.0,0.003400000001420267,0.0,1,0,43,25,1,1,1,47,0,0,5
INV015482,63,76792.87,0,0.0,4837950.81,18,435415.57,435415.57,0.0,0.0,0.0,870831.14,5708781.95,4837950.81,0.0,0.0,0.005799999926239252,0.0,9.313225746154785e-10,0.005799999926239252,0.0,1,0,50,20,1,1,1,37,0,0,8
INV015483,22,965.79,5,1062.37,20185.01,12,0.0,0.0,2422.2,0.0,0.0,2422.2,22607.21,21247.379999999997,0.0009999999999763531,0.0,0.0012000000001535227,0.0,0.0,0.0,0.0012000000001535227,1,0,46,19,1,1,1,65,0,0,5
INV015484,72,5571.53,5,20057.51,381092.65,28,0.0,0.0,106705.94,0.0,0.0,106705.94,487798.59,401150.16,0.0020000000004074536,5.820766091346741e-11,0.0020000000076834112,0.0,0.0,0.0,0.0020000000076834112,1,0,39,15,1,1,2,53,0,0,1
INV015485,53,2969.6,0,0.0,157388.8,12,9443.33,9443.33,0.0,0.0,0.0,18886.66,176275.46,157388.8,0.0,0.0,0.004000000000814907,0.0,0.0,0.004000000000814907,0.0,1,0,40,17,1,1,1,51,0,0,8
INV015486,31,416.37,10,1290.75,11616.72,5,290.42,290.42,0.0,0.0,0.0,580.84,12197.56,12907.47,0.0029999999999290594,0.0,0.004000000000019099,0.0,0.0,0.004000000000019099,0.0,1,0,49,18,1,1,1,59,0,0,1
INV015487,96,70392.63,0,0.0,6757692.48,18,608192.32,608192.32,0.0,0.0,0.0,1216384.64,7974077.12,6757692.48,0.0,0.0,0.006400000303983688,0.0,0.0,0.006400000303983688,0.0,1,0,43,19,1,1,1,48,0,0,3
INV015488,43,76177.85,0,0.0,3275647.55,18,0.0,0.0,589616.56,0.0,0.0,589616.56,3865264.11,3275647.5500000003,0.0,4.656612873077393e-10,0.0010000000474974513,0.0,0.0,0.0,0.0010000000474974513,1,0,51,23,1,1,2,48,0,0,1
INV015489,67,33724.27,0,0.0,2259526.09,28,0.0,0.0,632667.31,0.0,0.0,632667.31,2892193.4,2259526.09,0.0,0.0,0.0048000001115724444,0.0,0.0,0.0,0.0048000001115724444,1,0,51,22,1,1,1,53,0,0,3
INV015490,51,7877.71,5,20088.16,381675.05,5,9541.88,9541.88,0.0,0.0,0.0,19083.76,400758.81,401763.21,0.0005000000019208528,5.820766091346741e-11,0.007499999999708962,0.0,0.0,0.007499999999708962,0.0,1,0,32,17,1,2,1,52,0,0,5
INV015491,68,2508.75,0,0.0,170595.0,18,15353.55,15353.55,0.0,0.0,0.0,30707.1,201302.1,170595.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,53,24,1,1,1,51,0,0,12
INV015492,2,79703.29,5,7970.33,151436.25,5,3785.91,3785.91,0.0,0.0,0.0,21362.28,159008.07,159406.58,0.0010000000011132215,0.0,0.007499999999708962,13790.46,13790.459999999992,0.007499999999708962,0.0,1,0,41,26,1,1,1,52,0,0,6
INV015493,29,248.21,15,1079.71,6118.38,28,856.57,856.57,0.0,0.0,0.0,1713.14,7831.52,7198.09,0.003500000000030923,0.0,0.006399999999985084,0.0,0.0,0.006399999999985084,0.0,1,0,36,12,1,1,1,51,0,0,11
INV015494,79,2086.34,10,16482.09,148338.77,28,20767.43,20767.43,0.0,1.0,1483.39,43018.25,191357.02,164820.86000000002,0.004000000000814907,2.9103830456733704e-11,0.0044000000052619725,0.0,0.0,0.0044000000052619725,0.0,1,0,39,18,1,1,1,54,0,0,3
INV015495,57,57057.99,10,325230.54,2927074.89,5,73176.87,73176.87,0.0,0.0,0.0,146353.74,3073428.63,3252305.4299999997,0.002999999967869371,4.656612873077393e-10,0.004500000010011718,0.0,0.0,0.004500000010011718,0.0,1,0,40,24,1,3,1,47,0,0,5
INV015496,30,29394.94,0,0.0,881848.2,28,0.0,0.0,246917.5,0.0,0.0,246917.5,1128765.7,881848.2,0.0,0.0,0.0040000000153668225,0.0,0.0,0.0,0.0040000000153668225,1,0,37,28,1,2,1,50,0,0,7
INV015497,46,43997.1,5,101193.33,1922673.27,28,269174.26,269174.26,0.0,1.0,19226.73,557575.25,2480248.52,2023866.5999999999,0.0,2.3283064365386963e-10,0.004399999976158142,0.0,0.0,0.004399999976158142,0.0,1,0,41,20,1,1,1,54,0,0,9
INV015498,76,456.98,0,0.0,34730.48,12,2083.83,2083.83,0.0,5.0,1736.52,5904.18,40634.66,34730.48,0.0,0.0,0.0023999999993975507,0.0,0.0,0.0023999999993975507,0.0,1,0,38,22,1,1,1,67,0,0,7
INV015499,89,1757.42,15,23461.56,132948.82,5,3323.72,3323.72,0.0,0.0,0.0,6647.44,139596.26,156410.38,0.0030000000006111804,0.0,0.0010000000011132215,0.0,0.0,0.0010000000011132215,0.0,1,0,37,22,1,2,1,62,0,0,8
INV015500,80,42509.81,0,0.0,3400784.8,5,85019.62,85019.62,0.0,0.0,0.0,170039.24,3570824.04,3400784.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,37,16,1,2,1,50,0,0,6
INV015501,25,1286.1,0,0.0,32152.5,5,803.81,803.81,0.0,0.0,0.0,1607.62,33760.12,32152.499999999996,0.0,3.637978807091713e-12,0.005000000000109139,0.0,0.0,0.005000000000109139,0.0,1,0,41,29,1,1,1,50,0,0,5
INV015502,51,325.22,0,0.0,16586.22,5,0.0,0.0,829.31,5.0,829.31,1658.62,18244.84,16586.22,0.0,0.0,0.00100000000009004,0.0,0.0,0.0,0.00100000000009004,1,0,40,17,1,1,1,41,0,0,11
INV015503,28,4771.73,5,6680.42,126928.02,28,17769.92,17769.92,0.0,0.0,0.0,35539.84,162467.86,133608.44,0.001999999999497959,0.0,0.005600000004051253,0.0,0.0,0.005600000004051253,0.0,2,1,39,22,2,2,2,70,0,0,12
INV015504,1,50970.34,0,0.0,50970.34,28,7135.85,7135.85,0.0,0.0,0.0,14271.7,65242.04,50970.34,0.0,0.0,0.004800000000614091,0.0,7.275957614183426e-12,0.004800000000614091,0.0,1,0,37,22,1,1,1,65,0,0,10
INV015505,15,82171.67,15,184886.26,1047688.79,28,146676.43,146676.43,0.0,0.0,0.0,293352.86,1341041.65,1232575.05,0.0025000000023283064,0.0,0.0011999999987892807,0.0,0.0,0.0011999999987892807,0.0,1,0,35,16,1,1,1,65,0,0,2
INV015506,59,785.71,0,0.0,46356.89,28,6489.96,6489.96,0.0,0.0,0.0,12979.92,59336.81,46356.89,0.0,0.0,0.009199999998600106,0.0,0.0,0.009199999998600106,0.0,1,0,47,22,1,1,1,50,0,0,6
INV015507,36,1373.77,15,7418.36,42037.36,12,0.0,0.0,5044.48,5.0,2101.87,7146.35,49183.71,49455.72,0.001999999999497959,0.0,0.003200000000106229,9.094947017729282e-13,0.0,0.0,0.003200000000106229,1,0,38,21,1,1,1,50,0,0,12
INV015508,38,6259.6,0,0.0,237864.8,12,14271.89,14271.89,0.0,0.0,0.0,28543.78,266408.58,237864.80000000002,0.0,2.9103830456733704e-11,0.004000000000814907,0.0,5.820766091346741e-11,0.004000000000814907,0.0,1,0,35,19,1,1,1,48,0,0,10
INV015509,84,1989.4,15,25066.44,142043.16,5,3551.08,3551.08,0.0,0.0,0.0,7102.16,149145.32,167109.6,0.0,0.0,0.001999999999497959,0.0,0.0,0.001999999999497959,0.0,1,0,51,17,1,1,2,59,0,0,5
INV015510,72,37635.71,0,0.0,2709771.12,18,243879.4,243879.4,0.0,0.0,0.0,487758.8,3197529.92,2709771.12,0.0,0.0,0.001600000075995922,0.0,0.0,0.001600000075995922,0.0,1,0,43,27,1,1,1,53,0,0,1
INV015511,83,6390.13,0,0.0,530380.79,18,47734.27,47734.27,0.0,0.0,0.0,95468.54,625849.33,530380.79,0.0,0.0,0.0022000000171829015,0.0,1.1641532182693481e-10,0.0022000000171829015,0.0,1,0,37,19,1,1,1,40,0,0,3
INV015512,36,830.25,0,0.0,29889.0,18,0.0,0.0,5380.02,0.0,0.0,5380.02,35269.02,29889.0,0.0,0.0,0.0,0.0,7.275957614183426e-12,0.0,0.0,1,0,41,25,1,1,1,48,0,0,12
INV015513,86,1973.97,0,0.0,169761.42,18,0.0,0.0,45835.58,0.0,0.0,45835.58,215597.0,169761.42,0.0,0.0,15278.524400000002,0.0,0.0,0.0,15278.524400000002,1,0,29,17,1,1,1,63,0,0,3
INV015514,19,2693.44,10,5117.54,46057.82,28,0.0,0.0,12896.19,0.0,0.0,12896.19,58954.01,51175.36,0.0039999999999054126,0.0,0.0004000000008090865,0.0,0.0,0.0,0.0004000000008090865,1,0,47,22,2,1,1,56,0,0,2
INV015515,90,780.2,0,0.0,70218.0,12,4213.08,4213.08,0.0,5.0,3510.9,11937.06,82155.06,70218.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,30,20,1,1,1,53,0,0,3
INV015516,4,23533.31,5,4706.66,89426.58,12,0.0,0.0,10731.19,0.0,0.0,10731.19,100157.77,94133.24,0.0020000000004074536,0.0,0.0004000000008090865,0.0,0.0,0.0,0.0004000000008090865,1,0,28,21,1,1,1,49,0,0,3
INV015517,63,1994.53,10,12565.54,113089.85,28,15832.58,15832.58,0.0,0.0,0.0,31665.16,144755.01,125655.39,0.0010000000020227162,0.0,0.001999999996769475,0.0,0.0,0.001999999996769475,0.0,1,0,42,24,1,1,1,42,0,0,1
INV015518,12,2075.41,0,0.0,24904.92,5,622.62,622.62,0.0,0.0,0.0,1245.24,26150.16,24904.92,0.0,0.0,0.005999999999858119,0.0,0.0,0.005999999999858119,0.0,1,0,41,20,1,1,1,56,0,0,10
INV015519,86,1095.25,0,0.0,94191.5,18,8477.24,8477.24,0.0,0.0,0.0,16954.48,111145.98,94191.5,0.0,0.0,0.00999999999839929,0.0,0.0,0.00999999999839929,0.0,1,0,38,28,2,1,1,57,0,0,1
INV015520,78,7541.47,0,0.0,588234.66,18,52941.12,52941.12,0.0,0.0,0.0,105882.24,694116.9,588234.66,0.0,0.0,0.0011999999987892807,0.0,0.0,0.0011999999987892807,0.0,1,0,44,27,1,1,1,48,0,0,12
INV015521,41,78682.08,0,0.0,3225965.28,28,0.0,0.0,903270.28,0.0,0.0,903270.28,4129235.56,3225965.2800000003,0.0,4.656612873077393e-10,0.001600000192411244,0.0,4.656612873077393e-10,0.0,0.001600000192411244,1,0,41,21,1,1,1,48,0,0,1
INV015522,86,6876.53,15,88707.24,502674.34,18,0.0,0.0,90481.38,0.0,0.0,90481.38,593155.72,591381.58,0.003000000011525117,5.820766091346741e-11,0.0011999999987892807,0.0,0.0,0.0,0.0011999999987892807,1,0,42,25,1,1,1,48,0,0,3
INV015523,39,1066.63,15,6239.79,35358.78,5,0.0,0.0,1767.94,5.0,1767.94,3535.88,38894.66,41598.57000000001,0.004499999999097781,7.275957614183426e-12,0.0010000000002037268,0.0,7.275957614183426e-12,0.0,0.0010000000002037268,1,0,35,25,1,1,1,52,0,0,2
INV015524,71,218.21,0,0.0,15492.91,18,1394.36,1394.36,0.0,0.0,0.0,2788.72,18281.63,15492.91,0.0,0.0,0.003800000000410364,0.0,0.0,0.003800000000410364,0.0,1,0,50,27,1,1,1,58,0,0,3
INV015525,8,22725.08,0,0.0,181800.64,18,0.0,0.0,32724.12,0.0,0.0,32724.12,214524.76,181800.64,0.0,0.0,0.004799999995157123,0.0,0.0,0.0,0.004799999995157123,1,0,50,21,1,1,1,54,0,0,4
INV015526,17,1033.88,0,0.0,17575.96,18,1581.84,1581.84,0.0,0.0,0.0,3163.68,20739.64,17575.960000000003,0.0,3.637978807091713e-12,0.0072000000000116415,0.0,0.0,0.0072000000000116415,0.0,1,0,32,23,1,1,1,52,0,0,3
INV015527,47,1228.03,15,8657.61,49059.8,5,1226.49,1226.49,0.0,0.0,0.0,2452.98,51512.78,57717.409999999996,0.0014999999984866008,7.275957614183426e-12,0.009999999999763531,0.0,7.275957614183426e-12,0.009999999999763531,0.0,1,0,47,18,1,1,1,53,0,0,11
INV015528,35,40715.84,0,0.0,1425054.4,5,35626.36,35626.36,0.0,0.0,0.0,71252.72,1496307.12,1425054.4,0.0,0.0,0.0,0.0,2.3283064365386963e-10,0.0,0.0,1,0,31,21,1,1,1,55,0,0,10
INV015529,47,4993.99,0,0.0,234717.53,12,0.0,0.0,28166.1,0.0,0.0,28166.1,262883.63,234717.53,0.0,0.0,0.0036000000000058208,0.0,0.0,0.0,0.0036000000000058208,1,0,49,24,1,2,1,56,0,0,2
INV015530,57,12534.04,0,0.0,714440.28,28,0.0,0.0,200043.28,0.0,0.0,200043.28,914483.56,714440.28,0.0,0.0,0.0015999999886844307,0.0,0.0,0.0,0.0015999999886844307,1,0,41,21,1,1,1,56,0,0,2
INV015531,76,583.59,5,2217.64,42135.2,5,1053.38,1053.38,0.0,0.0,0.0,2106.76,44241.96,44352.840000000004,0.0020000000004074536,7.275957614183426e-12,0.0,0.0,0.0,0.0,0.0,1,0,51,17,1,1,1,41,0,0,11
INV015532,70,1658.03,0,0.0,116062.1,28,16248.69,16248.69,0.0,0.0,0.0,32497.38,148559.48,116062.09999999999,0.0,1.4551915228366852e-11,0.008000000001629815,0.0,0.0,0.008000000001629815,0.0,1,0,57,15,1,1,1,59,0,0,8
INV015533,9,36681.75,0,0.0,330135.75,28,46219.0,46219.0,0.0,0.0,0.0,92438.0,422573.75,330135.75,0.0,0.0,0.00999999999476131,0.0,0.0,0.00999999999476131,0.0,1,0,45,26,1,2,1,56,0,0,9
INV015534,55,21231.3,15,175158.23,992563.27,5,24814.08,24814.08,0.0,0.0,0.0,49628.16,1042191.43,1167721.5,0.005000000004656613,0.0,0.003499999991618097,0.0,0.0,0.003499999991618097,0.0,1,0,30,15,1,1,2,42,0,0,9
