invoice_no,actual_anomaly,anomaly_type
INV016994,0,Normal
INV016995,0,Normal
INV016996,0,Normal
INV016997,0,Normal
INV016998,0,Normal
INV016999,0,Normal
INV017000,0,Normal
INV017001,0,Normal
INV017002,0,Normal
INV017003,0,Normal
INV017004,0,Normal
INV017005,0,Normal
INV017006,0,Normal
INV017007,0,Normal
INV017008,0,Normal
INV017009,0,Normal
INV017010,0,Normal
INV017011,0,Normal
INV017012,0,Normal
INV017013,0,Normal
INV017014,0,Normal
INV017015,0,Normal
INV017016,0,Normal
INV017017,0,Normal
INV017018,0,Normal
INV017019,0,Normal
INV017020,0,Normal
INV017021,0,Normal
INV017022,0,Normal
INV017023,0,Normal
INV017024,0,Normal
INV017025,0,Normal
INV017026,0,Normal
INV017027,0,Normal
INV017028,0,Normal
INV017029,0,Normal
INV017030,0,Normal
INV017031,0,Normal
INV017032,0,Normal
INV017033,0,Normal
INV017034,0,Normal
INV017035,0,Normal
INV017036,0,Normal
INV017037,0,Normal
INV017038,0,Normal
INV017039,0,Normal
INV017040,0,Normal
INV017041,0,Normal
INV017042,0,Normal
INV017043,0,Normal
INV017044,0,Normal
INV017045,0,Normal
INV017046,0,Normal
INV017047,0,Normal
INV017048,0,Normal
INV017049,0,Normal
INV017050,0,Normal
INV017051,0,Normal
INV017052,0,Normal
INV017053,0,Normal
INV017054,0,Normal
INV017055,0,Normal
INV017056,0,Normal
INV017057,0,Normal
INV017058,0,Normal
INV017059,0,Normal
INV017060,0,Normal
INV017061,0,Normal
INV017062,0,Normal
INV017063,0,Normal
INV017064,0,Normal
INV017065,0,Normal
INV017066,0,Normal
INV017067,0,Normal
INV017068,0,Normal
INV017069,0,Normal
INV017070,0,Normal
INV017071,0,Normal
INV017072,0,Normal
INV017073,0,Normal
INV017074,0,Normal
INV017075,0,Normal
INV017076,0,Normal
INV017077,0,Normal
INV017078,0,Normal
INV017079,0,Normal
INV017080,0,Normal
INV017081,0,Normal
INV017082,0,Normal
INV017083,0,Normal
INV017084,0,Normal
INV017085,0,Normal
INV017086,0,Normal
INV017087,0,Normal
INV017088,0,Normal
INV017089,0,Normal
INV017090,0,Normal
INV017091,0,Normal
INV017093,0,Normal
INV017094,0,Normal
INV017095,0,Normal
INV017096,0,Normal
INV017097,0,Normal
INV017098,0,Normal
INV017099,0,Normal
INV017100,0,Normal
INV017101,0,Normal
INV017102,0,Normal
INV017103,0,Normal
INV017104,0,Normal
INV017105,0,Normal
INV017106,0,Normal
INV017107,0,Normal
INV017109,0,Normal
INV017110,0,Normal
INV017111,0,Normal
INV017112,0,Normal
INV017113,0,Normal
INV017114,0,Normal
INV017115,0,Normal
INV017116,0,Normal
INV017117,0,Normal
INV017118,0,Normal
INV017119,0,Normal
INV017120,0,Normal
INV017121,0,Normal
INV017122,0,Normal
INV017123,0,Normal
INV017124,0,Normal
INV017126,0,Normal
INV017127,0,Normal
INV017128,0,Normal
INV017129,0,Normal
INV017130,0,Normal
INV017131,0,Normal
INV017132,0,Normal
INV017133,0,Normal
INV017134,0,Normal
INV017135,0,Normal
INV017136,0,Normal
INV017137,0,Normal
INV017138,0,Normal
INV017139,0,Normal
INV017140,0,Normal
INV017141,0,Normal
INV017142,0,Normal
INV017143,0,Normal
INV017144,0,Normal
INV017145,0,Normal
INV017146,0,Normal
INV017147,0,Normal
INV017148,0,Normal
INV017149,0,Normal
INV017150,0,Normal
INV017151,0,Normal
INV017152,0,Normal
INV017153,0,Normal
INV017154,0,Normal
INV017155,0,Normal
INV017156,0,Normal
INV017157,0,Normal
INV017158,0,Normal
INV017159,0,Normal
INV017160,0,Normal
INV017161,0,Normal
INV017162,0,Normal
INV017163,0,Normal
INV017164,0,Normal
INV017165,0,Normal
INV017166,0,Normal
INV017167,0,Normal
INV017168,0,Normal
INV017169,0,Normal
INV017170,0,Normal
INV017171,0,Normal
INV017172,0,Normal
INV017173,0,Normal
INV017174,0,Normal
INV017175,0,Normal
INV017176,0,Normal
INV017177,0,Normal
INV017178,0,Normal
INV017179,0,Normal
INV017180,0,Normal
INV017181,0,Normal
INV017182,0,Normal
INV017183,0,Normal
INV017185,0,Normal
INV017186,0,Normal
INV017187,0,Normal
INV017188,0,Normal
INV017190,0,Normal
INV017191,0,Normal
INV017192,0,Normal
INV017193,0,Normal
INV017194,0,Normal
INV017195,0,Normal
INV017196,0,Normal
INV017197,0,Normal
INV017198,0,Normal
INV017199,0,Normal
INV017200,0,Normal
INV017201,0,Normal
INV017202,0,Normal
INV017203,0,Normal
INV017204,0,Normal
INV017205,0,Normal
INV017206,0,Normal
INV017207,0,Normal
INV017208,0,Normal
INV017209,0,Normal
INV017210,0,Normal
INV017211,0,Normal
INV017212,0,Normal
INV017213,0,Normal
INV017214,0,Normal
INV017215,0,Normal
INV017216,0,Normal
INV017217,0,Normal
INV017218,0,Normal
INV017219,0,Normal
INV017220,0,Normal
INV017221,0,Normal
INV017222,0,Normal
INV017223,0,Normal
INV017224,0,Normal
INV017225,0,Normal
INV017226,0,Normal
INV017227,0,Normal
INV017228,0,Normal
INV017229,0,Normal
INV017231,0,Normal
INV017232,0,Normal
INV017235,0,Normal
INV017236,0,Normal
INV017237,0,Normal
INV017238,0,Normal
INV017239,0,Normal
INV017240,0,Normal
INV017241,0,Normal
INV017242,0,Normal
INV017243,0,Normal
INV017244,0,Normal
INV017245,0,Normal
INV017246,0,Normal
INV017247,0,Normal
INV017248,0,Normal
INV017249,0,Normal
INV017250,0,Normal
INV017251,0,Normal
INV017252,0,Normal
INV017253,0,Normal
INV017254,0,Normal
INV017255,0,Normal
INV017256,0,Normal
INV017257,0,Normal
INV017258,0,Normal
INV017259,0,Normal
INV017260,0,Normal
INV017261,0,Normal
INV017262,0,Normal
INV017263,0,Normal
INV017264,0,Normal
INV017265,0,Normal
INV017266,0,Normal
INV017267,0,Normal
INV017268,0,Normal
INV017269,0,Normal
INV017270,0,Normal
INV017271,0,Normal
INV017272,0,Normal
INV017273,0,Normal
INV017274,0,Normal
INV017275,0,Normal
INV017276,0,Normal
INV017277,0,Normal
INV017278,0,Normal
INV017279,0,Normal
INV017280,0,Normal
INV017281,0,Normal
INV017282,0,Normal
INV017283,0,Normal
INV017284,0,Normal
INV017285,0,Normal
INV017286,0,Normal
INV017287,0,Normal
INV017288,0,Normal
INV017289,0,Normal
INV017290,0,Normal
INV017291,0,Normal
INV017292,0,Normal
INV017293,0,Normal
INV017294,0,Normal
INV017295,0,Normal
INV017296,0,Normal
INV017297,0,Normal
INV017298,0,Normal
INV017299,0,Normal
INV017300,0,Normal
INV017301,0,Normal
INV017302,0,Normal
INV017303,0,Normal
INV017304,0,Normal
INV017305,0,Normal
INV017306,0,Normal
INV017307,0,Normal
INV017308,0,Normal
INV017309,0,Normal
INV017310,0,Normal
INV017311,0,Normal
INV017312,0,Normal
INV017314,0,Normal
INV017316,0,Normal
INV017317,0,Normal
INV017319,0,Normal
INV017320,0,Normal
INV017321,0,Normal
INV017322,0,Normal
INV017323,0,Normal
INV017324,0,Normal
INV017325,0,Normal
INV017326,0,Normal
INV017327,0,Normal
INV017329,0,Normal
INV017330,0,Normal
INV017331,0,Normal
INV017332,0,Normal
INV017333,0,Normal
INV017334,0,Normal
INV017336,0,Normal
INV017337,0,Normal
INV017338,0,Normal
INV017339,0,Normal
INV017340,0,Normal
INV017341,0,Normal
INV017342,0,Normal
INV017343,0,Normal
INV017344,0,Normal
INV017345,0,Normal
INV017346,0,Normal
INV017348,0,Normal
INV017349,0,Normal
INV017350,0,Normal
INV017351,0,Normal
INV017352,0,Normal
INV017353,0,Normal
INV017354,0,Normal
INV017355,0,Normal
INV017356,0,Normal
INV017357,0,Normal
INV017358,0,Normal
INV017359,0,Normal
INV017360,0,Normal
INV017361,0,Normal
INV017362,0,Normal
INV017363,0,Normal
INV017364,0,Normal
INV017365,0,Normal
INV017366,0,Normal
INV017367,0,Normal
INV017368,0,Normal
INV017369,0,Normal
INV017370,0,Normal
INV017371,0,Normal
INV017372,0,Normal
INV017373,0,Normal
INV017374,0,Normal
INV017375,0,Normal
INV017376,0,Normal
INV017377,0,Normal
INV017378,0,Normal
INV017379,0,Normal
INV017380,0,Normal
INV017381,0,Normal
INV017382,0,Normal
INV017383,0,Normal
INV017384,0,Normal
INV017385,0,Normal
INV017386,0,Normal
INV017387,0,Normal
INV017389,0,Normal
INV017390,0,Normal
INV017391,0,Normal
INV017392,0,Normal
INV017393,0,Normal
INV017394,0,Normal
INV017395,0,Normal
INV017396,0,Normal
INV017397,0,Normal
INV017398,0,Normal
INV017399,0,Normal
INV017400,0,Normal
INV017401,0,Normal
INV017403,0,Normal
INV017404,0,Normal
INV017405,0,Normal
INV017406,0,Normal
INV017407,0,Normal
INV017408,0,Normal
INV017409,0,Normal
INV017410,0,Normal
INV017411,0,Normal
INV017412,0,Normal
INV017413,0,Normal
INV017414,0,Normal
INV017415,0,Normal
INV017416,0,Normal
INV017417,0,Normal
INV017418,0,Normal
INV017419,0,Normal
INV017420,0,Normal
INV017421,0,Normal
INV017422,0,Normal
INV017423,0,Normal
INV017424,0,Normal
INV017425,0,Normal
INV017427,0,Normal
INV017429,0,Normal
INV017430,0,Normal
INV017431,0,Normal
INV017432,0,Normal
INV017433,0,Normal
INV017434,0,Normal
INV017435,0,Normal
INV017436,0,Normal
INV017437,0,Normal
INV017438,0,Normal
INV017439,0,Normal
INV017440,0,Normal
INV017441,0,Normal
INV017442,0,Normal
INV017443,0,Normal
INV017444,0,Normal
INV017445,0,Normal
INV017446,0,Normal
INV017447,0,Normal
INV017448,0,Normal
INV017449,0,Normal
INV017450,0,Normal
INV017451,0,Normal
INV017452,0,Normal
INV017453,0,Normal
INV017455,0,Normal
INV017456,0,Normal
INV017457,0,Normal
INV017458,0,Normal
INV017459,0,Normal
INV017460,0,Normal
INV017461,0,Normal
INV017462,0,Normal
INV017463,0,Normal
INV017464,0,Normal
INV017465,0,Normal
INV017466,0,Normal
INV017467,0,Normal
INV017468,0,Normal
INV017469,0,Normal
INV017470,0,Normal
INV017471,0,Normal
INV017472,0,Normal
INV017473,0,Normal
INV017474,0,Normal
INV017475,0,Normal
INV017476,0,Normal
INV017477,0,Normal
INV017478,0,Normal
INV017479,0,Normal
INV017480,0,Normal
INV017481,0,Normal
INV017482,0,Normal
INV017483,0,Normal
INV017484,0,Normal
INV017485,0,Normal
INV017486,0,Normal
INV017488,0,Normal
INV017489,0,Normal
INV017490,0,Normal
INV017491,0,Normal
INV017492,0,Normal
INV017493,0,Normal
INV017494,0,Normal
INV017495,0,Normal
INV017496,0,Normal
INV017497,0,Normal
INV017498,0,Normal
INV017499,0,Normal
INV017500,0,Normal
INV017501,0,Normal
INV017502,0,Normal
INV017503,0,Normal
INV017504,0,Normal
INV017506,0,Normal
INV017507,0,Normal
INV017508,0,Normal
INV017509,0,Normal
INV017511,0,Normal
INV017512,0,Normal
INV017513,0,Normal
INV017514,0,Normal
INV017515,0,Normal
INV017516,0,Normal
INV017517,0,Normal
INV017518,0,Normal
INV017519,0,Normal
INV017520,0,Normal
INV017521,0,Normal
INV017522,0,Normal
INV017523,0,Normal
INV017525,0,Normal
INV017526,0,Normal
INV017528,0,Normal
INV017529,0,Normal
INV017530,0,Normal
INV017531,0,Normal
INV017532,0,Normal
INV017533,0,Normal
INV017534,0,Normal
INV017535,0,Normal
INV017536,0,Normal
INV017537,0,Normal
INV017538,0,Normal
INV017539,0,Normal
INV017541,0,Normal
INV017542,0,Normal
INV017543,0,Normal
INV017544,0,Normal
INV017545,0,Normal
INV017546,0,Normal
INV017547,0,Normal
INV017548,0,Normal
INV017549,0,Normal
INV017550,0,Normal
INV017551,0,Normal
INV017552,0,Normal
INV017553,0,Normal
INV017554,0,Normal
INV017555,0,Normal
INV017556,0,Normal
INV017557,0,Normal
INV017558,0,Normal
INV017559,0,Normal
INV017561,0,Normal
INV017563,0,Normal
INV017564,0,Normal
INV017565,0,Normal
INV017566,0,Normal
INV017567,0,Normal
INV017568,0,Normal
INV017569,0,Normal
INV017570,0,Normal
INV017571,0,Normal
INV017572,0,Normal
INV017573,0,Normal
INV017574,0,Normal
INV017575,0,Normal
INV017576,0,Normal
INV017577,0,Normal
INV017578,0,Normal
INV017579,0,Normal
INV017580,0,Normal
INV017581,0,Normal
INV017582,0,Normal
INV017583,0,Normal
INV017584,0,Normal
INV017585,0,Normal
INV017587,0,Normal
INV017588,0,Normal
INV017589,0,Normal
INV017590,0,Normal
INV017591,0,Normal
INV017592,0,Normal
INV017593,0,Normal
INV017594,0,Normal
INV017595,0,Normal
INV017596,0,Normal
INV017598,0,Normal
INV017599,0,Normal
INV017600,0,Normal
INV017601,0,Normal
INV017602,0,Normal
INV017603,0,Normal
INV017604,0,Normal
INV017605,0,Normal
INV017606,0,Normal
INV017607,0,Normal
INV017608,0,Normal
INV017609,0,Normal
INV017610,0,Normal
INV017612,0,Normal
INV017613,0,Normal
INV017615,0,Normal
INV017616,0,Normal
INV017617,0,Normal
INV017618,0,Normal
INV017620,0,Normal
INV017621,0,Normal
INV017622,0,Normal
INV017623,0,Normal
INV017624,0,Normal
INV017625,0,Normal
INV017627,0,Normal
INV017628,0,Normal
INV017629,0,Normal
INV017630,0,Normal
INV017632,0,Normal
INV017633,0,Normal
INV017634,0,Normal
INV017635,0,Normal
INV017636,0,Normal
INV017637,0,Normal
INV017638,0,Normal
INV017639,0,Normal
INV017640,0,Normal
INV017641,0,Normal
INV017642,0,Normal
INV017643,0,Normal
INV017644,0,Normal
INV017645,0,Normal
INV017646,0,Normal
INV017647,0,Normal
INV017649,0,Normal
INV017650,0,Normal
INV017651,0,Normal
INV017652,0,Normal
INV017653,0,Normal
INV017654,0,Normal
INV017655,0,Normal
INV017656,0,Normal
INV017657,0,Normal
INV017658,0,Normal
INV017659,0,Normal
INV017660,0,Normal
INV017661,0,Normal
INV017662,0,Normal
INV017663,0,Normal
INV017664,0,Normal
INV017665,0,Normal
INV017666,0,Normal
INV017667,0,Normal
INV017668,0,Normal
INV017669,0,Normal
INV017670,0,Normal
INV017671,0,Normal
INV017672,0,Normal
INV017673,0,Normal
INV017674,0,Normal
INV017675,0,Normal
INV017676,0,Normal
INV017677,0,Normal
INV017678,0,Normal
INV017679,0,Normal
INV017680,0,Normal
INV017681,0,Normal
INV017682,0,Normal
INV017683,0,Normal
INV017685,0,Normal
INV017686,0,Normal
INV017687,0,Normal
INV017688,0,Normal
INV017689,0,Normal
INV017690,0,Normal
INV017691,0,Normal
INV017692,0,Normal
INV017693,0,Normal
INV017694,0,Normal
INV017695,0,Normal
INV017696,0,Normal
INV017697,0,Normal
INV017698,0,Normal
INV017699,0,Normal
INV017700,0,Normal
INV017701,0,Normal
INV017704,0,Normal
INV017705,0,Normal
INV017706,0,Normal
INV017707,0,Normal
INV017708,0,Normal
INV017709,0,Normal
INV017710,0,Normal
INV017711,0,Normal
INV017712,0,Normal
INV017713,0,Normal
INV017714,0,Normal
INV017715,0,Normal
INV017716,0,Normal
INV017717,0,Normal
INV017718,0,Normal
INV017719,0,Normal
INV017720,0,Normal
INV017721,0,Normal
INV017722,0,Normal
INV017724,0,Normal
INV017725,0,Normal
INV017726,0,Normal
INV017727,0,Normal
INV017728,0,Normal
INV017729,0,Normal
INV017730,0,Normal
INV017731,0,Normal
INV017732,0,Normal
INV017733,0,Normal
INV017734,0,Normal
INV017735,0,Normal
INV017736,0,Normal
INV017737,0,Normal
INV017738,0,Normal
INV017739,0,Normal
INV017740,0,Normal
INV017742,0,Normal
INV017743,0,Normal
INV017744,0,Normal
INV017745,0,Normal
INV017746,0,Normal
INV017747,0,Normal
INV017748,0,Normal
INV017749,0,Normal
INV017750,0,Normal
INV017751,0,Normal
INV017752,0,Normal
INV017753,0,Normal
INV017754,0,Normal
INV017756,0,Normal
INV017757,0,Normal
INV017759,0,Normal
INV017760,0,Normal
INV017761,0,Normal
INV017762,0,Normal
INV017763,0,Normal
INV017764,0,Normal
INV017765,0,Normal
INV017766,0,Normal
INV017767,0,Normal
INV017768,0,Normal
INV017769,0,Normal
INV017770,0,Normal
INV017771,0,Normal
INV017772,0,Normal
INV017773,0,Normal
INV017774,0,Normal
INV017775,0,Normal
INV017776,0,Normal
INV017777,0,Normal
INV017778,0,Normal
INV017779,0,Normal
INV017780,0,Normal
INV017781,0,Normal
INV017782,0,Normal
INV017783,0,Normal
INV017784,0,Normal
INV017785,0,Normal
INV017786,0,Normal
INV017787,0,Normal
INV017788,0,Normal
INV017789,0,Normal
INV017790,0,Normal
INV017791,0,Normal
INV017792,0,Normal
INV017793,0,Normal
INV017794,0,Normal
INV017795,0,Normal
INV017796,0,Normal
INV017797,0,Normal
INV017798,0,Normal
INV017799,0,Normal
INV017800,0,Normal
INV017801,0,Normal
INV017802,0,Normal
INV017803,0,Normal
INV017804,0,Normal
INV017805,0,Normal
INV017806,0,Normal
INV017807,0,Normal
INV017808,0,Normal
INV017809,0,Normal
INV017810,0,Normal
INV017811,0,Normal
INV017812,0,Normal
INV017813,0,Normal
INV017814,0,Normal
INV017815,0,Normal
INV017816,0,Normal
INV017817,0,Normal
INV017818,0,Normal
INV017819,0,Normal
INV017820,0,Normal
INV017821,0,Normal
INV017822,0,Normal
INV017823,0,Normal
INV017824,0,Normal
INV017825,0,Normal
INV017826,0,Normal
INV017827,0,Normal
INV017828,0,Normal
INV017829,0,Normal
INV017830,0,Normal
INV017831,0,Normal
INV017832,0,Normal
INV017833,0,Normal
INV017834,0,Normal
INV017835,0,Normal
INV017836,0,Normal
INV017837,0,Normal
INV017838,0,Normal
INV017839,0,Normal
INV017840,0,Normal
INV017841,0,Normal
INV017842,0,Normal
INV017843,0,Normal
INV017844,0,Normal
INV017845,0,Normal
INV017846,0,Normal
INV017847,0,Normal
INV017848,0,Normal
INV017849,0,Normal
INV017850,0,Normal
INV017851,0,Normal
INV017853,0,Normal
INV017854,0,Normal
INV017855,0,Normal
INV017856,0,Normal
INV017857,0,Normal
INV017858,0,Normal
INV017859,0,Normal
INV017860,0,Normal
INV017861,0,Normal
INV017862,0,Normal
INV017863,0,Normal
INV017864,0,Normal
INV017865,0,Normal
INV017866,0,Normal
INV017867,0,Normal
INV017868,0,Normal
INV017869,0,Normal
INV017870,0,Normal
INV017871,0,Normal
INV017872,0,Normal
INV017873,0,Normal
INV017874,0,Normal
INV017875,0,Normal
INV017876,0,Normal
INV017877,0,Normal
INV017878,0,Normal
INV017879,0,Normal
INV017880,0,Normal
INV017881,0,Normal
INV017882,0,Normal
INV017883,0,Normal
INV017884,0,Normal
INV017885,0,Normal
INV017886,0,Normal
INV017887,0,Normal
INV017888,0,Normal
INV017889,0,Normal
INV017890,0,Normal
INV017891,0,Normal
INV017892,0,Normal
INV017893,0,Normal
INV017895,0,Normal
INV017896,0,Normal
INV017897,0,Normal
INV017898,0,Normal
INV017899,0,Normal
INV017900,0,Normal
INV017901,0,Normal
INV017902,0,Normal
INV017903,0,Normal
INV017905,0,Normal
INV017906,0,Normal
INV017907,0,Normal
INV017908,0,Normal
INV017909,0,Normal
INV017910,0,Normal
INV017911,0,Normal
INV017912,0,Normal
INV017913,0,Normal
INV017914,0,Normal
INV017915,0,Normal
INV017916,0,Normal
INV017917,0,Normal
INV017918,0,Normal
INV017919,0,Normal
INV017920,0,Normal
INV017921,0,Normal
INV017923,0,Normal
INV017924,0,Normal
INV017925,0,Normal
INV017926,0,Normal
INV017927,0,Normal
INV017928,0,Normal
INV017929,0,Normal
INV017930,0,Normal
INV017931,0,Normal
INV017932,0,Normal
INV017933,0,Normal
INV017935,0,Normal
INV017936,0,Normal
INV017937,0,Normal
INV017938,0,Normal
INV017939,0,Normal
INV017940,0,Normal
INV017941,0,Normal
INV017942,0,Normal
INV017943,0,Normal
INV017944,0,Normal
INV017945,0,Normal
INV017946,0,Normal
INV017947,0,Normal
INV017948,0,Normal
INV017949,0,Normal
INV017950,0,Normal
INV017951,0,Normal
INV017952,0,Normal
INV017953,0,Normal
INV017954,0,Normal
INV017955,0,Normal
INV017956,0,Normal
INV017957,0,Normal
INV017958,0,Normal
INV017960,0,Normal
INV017961,0,Normal
INV017962,0,Normal
INV017963,0,Normal
INV017965,0,Normal
INV017966,0,Normal
INV017967,0,Normal
INV017968,0,Normal
INV017969,0,Normal
INV017970,0,Normal
INV017971,0,Normal
INV017972,0,Normal
INV017973,0,Normal
INV017974,0,Normal
INV017975,0,Normal
INV017976,0,Normal
INV017977,0,Normal
INV017978,0,Normal
INV017979,0,Normal
INV017980,0,Normal
INV017981,0,Normal
INV017982,0,Normal
INV017983,0,Normal
INV017984,0,Normal
INV017985,0,Normal
INV017986,0,Normal
INV017987,0,Normal
INV017988,0,Normal
INV017989,0,Normal
INV017990,0,Normal
INV017991,0,Normal
INV017992,0,Normal
INV017993,0,Normal
INV017995,0,Normal
INV017996,0,Normal
INV017997,0,Normal
INV017998,0,Normal
INV017999,0,Normal
INV018000,0,Normal
INV018001,0,Normal
INV018002,0,Normal
INV018003,0,Normal
INV018004,0,Normal
INV018006,0,Normal
INV018007,0,Normal
INV018008,0,Normal
INV018009,0,Normal
INV018010,0,Normal
INV018012,0,Normal
INV018013,0,Normal
INV018014,0,Normal
INV018015,0,Normal
INV018016,0,Normal
INV018017,0,Normal
INV018018,0,Normal
INV018019,0,Normal
INV018020,0,Normal
INV018021,0,Normal
INV018022,0,Normal
INV018023,0,Normal
INV018025,0,Normal
INV018026,0,Normal
INV018027,0,Normal
INV018028,0,Normal
INV018029,0,Normal
INV018030,0,Normal
INV018031,0,Normal
INV018032,0,Normal
INV018033,0,Normal
INV018034,0,Normal
INV018035,0,Normal
INV018036,0,Normal
INV018037,0,Normal
INV018038,0,Normal
INV018039,0,Normal
INV018040,0,Normal
INV018041,0,Normal
INV018042,0,Normal
INV018043,0,Normal
INV018044,0,Normal
INV018045,0,Normal
INV018046,0,Normal
INV018048,0,Normal
INV018049,0,Normal
INV018050,0,Normal
INV018053,0,Normal
INV018054,0,Normal
INV018055,0,Normal
INV018056,0,Normal
INV018057,0,Normal
INV018058,0,Normal
INV018059,0,Normal
INV018060,0,Normal
INV018061,0,Normal
INV018062,0,Normal
INV018063,0,Normal
INV018064,0,Normal
INV018065,0,Normal
INV018066,0,Normal
INV018067,0,Normal
INV018068,0,Normal
INV018069,0,Normal
INV018070,0,Normal
INV018071,0,Normal
INV018072,0,Normal
INV018074,0,Normal
INV018075,0,Normal
INV018076,0,Normal
INV018077,0,Normal
INV018078,0,Normal
INV018079,0,Normal
INV018081,0,Normal
INV018082,0,Normal
INV018083,0,Normal
INV018084,0,Normal
INV018085,0,Normal
INV018086,0,Normal
INV018087,0,Normal
INV018088,0,Normal
INV018089,0,Normal
INV018090,0,Normal
INV018091,0,Normal
INV018092,0,Normal
INV018093,0,Normal
INV018094,0,Normal
INV018095,0,Normal
INV018096,0,Normal
INV018097,0,Normal
INV018098,0,Normal
INV018099,0,Normal
INV018100,0,Normal
INV018101,0,Normal
INV018102,0,Normal
INV018103,0,Normal
INV018104,0,Normal
INV018105,0,Normal
INV018106,0,Normal
INV018107,0,Normal
INV018108,0,Normal
INV018109,0,Normal
INV018110,0,Normal
INV018112,0,Normal
INV018113,0,Normal
INV018114,0,Normal
INV018115,0,Normal
INV018116,0,Normal
INV018117,0,Normal
INV018118,0,Normal
INV018119,0,Normal
INV018120,0,Normal
INV018121,0,Normal
INV018122,0,Normal
INV018123,0,Normal
INV018124,0,Normal
INV018125,0,Normal
INV018126,0,Normal
INV018127,0,Normal
INV018128,0,Normal
INV018129,0,Normal
INV018130,0,Normal
INV018131,0,Normal
INV018132,0,Normal
INV018133,0,Normal
INV018134,0,Normal
INV018135,0,Normal
INV018136,0,Normal
INV018137,0,Normal
INV018139,0,Normal
INV018140,0,Normal
INV018141,0,Normal
INV018142,0,Normal
INV018143,0,Normal
INV018144,0,Normal
INV018145,0,Normal
INV018146,0,Normal
INV018147,0,Normal
INV018148,0,Normal
INV018149,0,Normal
INV018150,0,Normal
INV018151,0,Normal
INV018152,0,Normal
INV018153,0,Normal
INV018154,0,Normal
INV018155,0,Normal
INV018156,0,Normal
INV018157,0,Normal
INV018158,0,Normal
INV018159,0,Normal
INV018160,0,Normal
INV018161,0,Normal
INV018162,0,Normal
INV018163,0,Normal
INV018164,0,Normal
INV018165,0,Normal
INV018166,0,Normal
INV018167,0,Normal
INV018168,0,Normal
INV018169,0,Normal
INV018170,0,Normal
INV018171,0,Normal
INV018172,0,Normal
INV018173,0,Normal
INV018174,0,Normal
INV018176,0,Normal
INV018177,0,Normal
INV018178,0,Normal
INV018179,0,Normal
INV018180,0,Normal
INV018181,0,Normal
INV018182,0,Normal
INV018184,0,Normal
INV018185,0,Normal
INV018186,0,Normal
INV018187,0,Normal
INV018188,0,Normal
INV018189,0,Normal
INV018190,0,Normal
INV018192,0,Normal
INV018193,0,Normal
INV018195,0,Normal
INV018197,0,Normal
INV018198,0,Normal
INV018199,0,Normal
INV018200,0,Normal
INV018201,0,Normal
INV018202,0,Normal
INV018203,0,Normal
INV018204,0,Normal
INV018206,0,Normal
INV018208,0,Normal
INV018209,0,Normal
INV018210,0,Normal
INV018211,0,Normal
INV018212,0,Normal
INV018214,0,Normal
INV018215,0,Normal
INV018216,0,Normal
INV018217,0,Normal
INV018218,0,Normal
INV018219,0,Normal
INV018220,0,Normal
INV018221,0,Normal
INV018222,0,Normal
INV018223,0,Normal
INV018224,0,Normal
INV018225,0,Normal
INV018226,0,Normal
INV018227,0,Normal
INV018228,0,Normal
INV018229,0,Normal
INV018230,0,Normal
INV018231,0,Normal
INV018232,0,Normal
INV018233,0,Normal
INV018234,0,Normal
INV018235,0,Normal
INV018236,0,Normal
INV018237,0,Normal
INV018238,0,Normal
INV018239,0,Normal
INV018240,0,Normal
INV018241,0,Normal
INV018242,0,Normal
INV018243,0,Normal
INV018244,0,Normal
INV018245,0,Normal
INV018246,0,Normal
INV018247,0,Normal
INV018248,0,Normal
INV018249,0,Normal
INV018250,0,Normal
INV018251,0,Normal
INV018252,0,Normal
INV018253,0,Normal
INV018254,0,Normal
INV018255,0,Normal
INV018256,0,Normal
INV018257,0,Normal
INV018258,0,Normal
INV018259,0,Normal
INV018260,0,Normal
INV018261,0,Normal
INV018262,0,Normal
INV018263,0,Normal
INV018264,0,Normal
INV018265,0,Normal
INV018266,0,Normal
INV018267,0,Normal
INV018268,0,Normal
INV018269,0,Normal
INV018271,0,Normal
INV018272,0,Normal
INV018273,0,Normal
INV018274,0,Normal
INV018276,0,Normal
INV018277,0,Normal
INV018278,0,Normal
INV018279,0,Normal
INV018280,0,Normal
INV018281,0,Normal
INV018282,0,Normal
INV018283,0,Normal
INV018284,0,Normal
INV018285,0,Normal
INV018286,0,Normal
INV018287,0,Normal
INV018288,0,Normal
INV018289,0,Normal
INV018290,0,Normal
INV018291,0,Normal
INV018292,0,Normal
INV018293,0,Normal
INV018294,0,Normal
INV018295,0,Normal
INV018296,0,Normal
INV018297,0,Normal
INV018298,0,Normal
INV018300,0,Normal
INV018301,0,Normal
INV018302,0,Normal
INV018303,0,Normal
INV018304,0,Normal
INV018305,0,Normal
INV018306,0,Normal
INV018307,0,Normal
INV018308,0,Normal
INV018310,0,Normal
INV018311,0,Normal
INV018312,0,Normal
INV018313,0,Normal
INV018314,0,Normal
INV018316,0,Normal
INV018318,0,Normal
INV018319,0,Normal
INV018320,0,Normal
INV018321,0,Normal
INV018322,0,Normal
INV018323,0,Normal
INV018324,0,Normal
INV018325,0,Normal
INV018326,0,Normal
INV018327,0,Normal
INV018328,0,Normal
INV018329,0,Normal
INV018330,0,Normal
INV018331,0,Normal
INV018332,0,Normal
INV018334,0,Normal
INV018335,0,Normal
INV018336,0,Normal
INV018337,0,Normal
INV018338,0,Normal
