invoice_no,invoice_date,supplier_id,supplier_gstin,buyer_id,buyer_gstin,product_category,hsn_code,quantity,unit_price,discount_percentage,discount_amount,taxable_value,gst_rate,cgst,sgst,igst,cess_rate,cess_amount,total_tax,total_amount,payment_method
INV017323,2025-12-18,S0002,02OSSKL2871N6ZR,B0077,22UMSPT5444X6ZF,Pharmaceuticals,3004,42,8270.67,0,0.0,347368.14,18,0.0,0.0,62526.27,0.0,0.0,62526.27,409894.41,Credit Card
INV017324,2025-02-24,S0232,36TGMUD0891M6ZF,B0238,01DWOZU0039F2ZR,Food,2106,59,1053.62,0,0.0,62163.58,28,8702.9,8702.9,0.0,0.0,0.0,17405.8,79569.38,Cheque
INV017325,2025-05-04,S0208,28VMIHO1878Y1ZC,B0032,06YEOAN7984H4ZM,Food,2106,46,414.7,15,2861.43,16214.77,28,0.0,0.0,4540.14,0.0,0.0,4540.14,20754.91,Cash
INV017326,2025-05-08,S0448,12LMYPE4172U2Z2,B0840,11QLDCE2278K4Z1,Clothing,6109,92,2914.3,0,0.0,268115.6,12,16086.94,16086.94,0.0,0.0,0.0,32173.88,300289.48,Bank Transfer
INV017327,2025-12-05,S0012,04GOCTV9516R3ZQ,B0711,08WQOCH2530E7ZM,Industrial Equipment,8419,70,95409.29,0,0.0,6678650.3,18,601078.53,601078.53,0.0,0.0,0.0,1202157.06,7880807.36,Bank Transfer
INV017328,2025-11-04,S0479,04DHYQE5117V3ZK,B0064,24SKQGT5714N8Z7,Furniture,9403,86,41265.43,0,0.0,3548826.98,18,0.0,0.0,255515.54,2.0,70976.54,326492.08,3875319.06,Cheque
INV017329,2025-02-21,S0123,21CIHLS1447L7ZR,B0359,22DOYAJ7337C1Z7,Furniture,9403,53,20333.46,15,161651.01,916022.37,5,22900.56,22900.56,0.0,0.0,0.0,45801.12,961823.49,Credit Card
INV017330,2025-08-23,S0181,28GBPPP9367O8ZO,B0445,04CQHJY1173Y7ZJ,Clothing,6109,48,731.59,0,0.0,35116.32,18,3160.47,3160.47,0.0,0.0,0.0,6320.94,41437.26,Cash
INV017331,2025-02-24,S0145,31NIEXI3776W5Z4,B0098,16CGIBI7976Y2Z2,Stationery,4820,16,1956.62,15,4695.89,26610.03,12,1596.6,1596.6,0.0,0.0,0.0,3193.2,29803.23,Cash
INV017332,2025-10-25,S0073,28DNOUE0862S3ZO,B0897,26LUQAX3993S9Z8,Stationery,4820,73,747.45,10,5456.39,49107.46,12,2946.45,2946.45,0.0,0.0,0.0,5892.9,55000.36,Cash
INV017333,2025-04-08,S0275,34PIXZI9319Z7ZB,B0909,17KAZBS5944M2Z8,Food,2106,21,798.26,0,0.0,16763.46,12,1005.81,1005.81,0.0,0.0,0.0,2011.62,18775.08,Cheque
INV017334,2025-06-06,S0117,33OSHAJ5165L2Z7,B0346,32IOXPV4331E1ZN,Stationery,4820,26,1570.87,10,4084.26,36758.36,12,0.0,0.0,4411.0,5.0,1837.92,6248.92,43007.28,Bank Transfer
INV017335,2026-12-31,S0368,18WPWEN4854Y9ZY,B0430,24JYQWM4360H5ZN,Clothing,6109,14,413.76,0,0.0,5792.64,12,347.56,347.56,0.0,0.0,0.0,695.12,6487.76,Credit Card
INV017336,2025-01-18,S0250,07AEHCV3346C9ZY,B0440,14OEETU8619P7ZR,Furniture,9403,33,27631.41,0,0.0,911836.53,28,0.0,0.0,255314.23,0.0,0.0,255314.23,1167150.76,Bank Transfer
INV017337,2025-10-19,S0316,28HJRIM4741U2ZR,B0393,35EAVLO4382L6Z4,Industrial Equipment,8419,89,8079.89,10,71911.02,647199.19,18,58247.93,58247.93,0.0,0.0,0.0,116495.86,763695.05,Cheque
INV017338,2025-06-25,S0030,13KHBUJ5683A2ZQ,B0998,08TAFLK7770L4ZK,Food,2106,18,416.48,5,374.83,7121.81,28,997.05,997.05,0.0,0.0,0.0,1994.1,9115.91,Credit Card
INV017339,2025-08-17,S0459,02WCAYS5267P3ZN,B0729,05ZDZKF0168A1ZE,Electronics,8504,23,28001.92,0,0.0,644044.16,12,0.0,0.0,77285.3,0.0,0.0,77285.3,721329.46,Cash
INV017340,2025-07-03,S0272,32IZIBL2751Z2ZI,B0582,26APIJH6965V8ZC,Stationery,4820,93,86.04,0,0.0,8001.72,5,200.04,200.04,0.0,0.0,0.0,400.08,8401.8,Cash
INV017341,2025-04-17,S0194,31JCSLB0703D3ZP,B0095,36WALRQ8384D9Z3,Food,2106,24,300.12,5,360.14,6842.74,18,0.0,0.0,1231.69,0.0,0.0,1231.69,8074.43,Bank Transfer
INV017342,2025-04-12,S0299,23VCWTW7527Z5ZD,B0544,21LTMMT3915B6Z0,Furniture,9403,76,23799.86,10,180878.94,1627910.42,28,227907.46,227907.46,0.0,0.0,0.0,455814.92,2083725.34,Bank Transfer
INV017343,2025-10-17,S0332,26TKUMJ5233W7ZI,B0694,05DVHQB3040T1ZA,Stationery,4820,84,1658.54,15,20897.6,118419.76,28,16578.77,16578.77,0.0,0.0,0.0,33157.54,151577.3,Credit Card
INV017344,2025-09-16,S0249,19HCKOM0008U8ZM,B0396,20UDIKL6213F4ZN,Furniture,9403,60,9817.95,15,88361.55,500715.45,28,70100.16,70100.16,0.0,0.0,0.0,140200.32,640915.77,Credit Card
INV017345,2025-03-03,S0364,08GQFXW2163F5ZH,B0277,21UMCTS3826G2ZE,Food,2106,88,620.37,5,2729.63,51862.93,28,0.0,0.0,14521.62,0.0,0.0,14521.62,66384.55,UPI
INV017346,2025-01-03,S0403,22ORDWE7437O5ZL,B0985,30AEWPJ5368G8Z5,Industrial Equipment,8419,50,86962.93,0,0.0,4348146.5,5,108703.66,108703.66,0.0,0.0,0.0,217407.32,4565553.82,Cash
INV017347,2025-12-04,S0136,16ZXVYS1194J8ZB,B0555,04TFUHU4802E5ZB,Pharmaceuticals,3004,98,8836.45,5,43298.61,822673.49,18,0.0,0.0,59232.49,0.0,0.0,59232.49,881905.98,Credit Card
INV017348,2025-12-30,S0480,16DZOLJ2769E6Z2,B0366,24MCIDQ0529S4ZF,Pharmaceuticals,3004,30,6004.95,0,0.0,180148.5,28,25220.79,25220.79,0.0,0.0,0.0,50441.58,230590.08,UPI
INV017349,2025-02-24,S0099,37LKQHK9194W6ZF,B0834,35XOUII2780E4ZX,Clothing,6109,91,4599.42,0,0.0,418547.22,28,0.0,0.0,117193.22,0.0,0.0,117193.22,535740.44,UPI
INV017350,2025-02-08,S0380,04XIWLY1778A7ZD,B0459,21BWEAN1405G5ZX,Stationery,4820,27,406.67,0,0.0,10980.09,18,988.21,988.21,0.0,0.0,0.0,1976.42,12956.51,Cash
INV017351,2025-10-28,S0316,28HJRIM4741U2ZR,B0478,28PWRUT2196T6ZP,Furniture,9403,21,8735.84,0,0.0,183452.64,18,16510.74,16510.74,0.0,0.0,0.0,33021.48,216474.12,Bank Transfer
INV017352,2025-01-09,S0118,35NZOKM6920Z2ZW,B0290,14TFYQZ8684Q3ZQ,Clothing,6109,30,268.86,15,1209.87,6855.93,18,0.0,0.0,1234.07,0.0,0.0,1234.07,8090.0,Bank Transfer
INV017353,2025-06-05,S0179,37REWAF1889J3ZP,B0347,28NOQCH1248J5ZG,Industrial Equipment,8419,2,95932.89,10,19186.58,172679.2,5,4316.98,4316.98,0.0,0.0,0.0,8633.96,181313.16,Bank Transfer
INV017354,2025-10-25,S0040,27KOKFK9568Y7Z4,B0100,07ROHJC7256A8ZY,Industrial Equipment,8419,98,16169.86,0,0.0,1584646.28,12,95078.78,95078.78,0.0,0.0,0.0,190157.56,1774803.84,Bank Transfer
INV017355,2025-01-25,S0242,20IZTLQ4375T6ZO,B0960,37RNUNW2210Y8ZI,Pharmaceuticals,3004,93,9950.73,0,0.0,925417.89,28,129558.5,129558.5,0.0,0.0,0.0,259117.0,1184534.89,UPI
INV017356,2025-01-30,S0178,37ZZXXF9652C5Z8,B0138,05IPPJQ2592T2ZT,Industrial Equipment,8419,3,82334.28,10,24700.28,222302.56,18,0.0,0.0,40014.46,0.0,0.0,40014.46,262317.02,Credit Card
INV017357,2025-11-11,S0235,03PQQMW4034U9ZP,B0342,30ADGOY7104W3ZE,Pharmaceuticals,3004,100,9420.0,0,0.0,942000.0,18,84780.0,84780.0,0.0,0.0,0.0,169560.0,1111560.0,Bank Transfer
INV017358,2025-01-25,S0411,03IOQAF2735K1ZH,B0978,21PUPRK7225X3ZP,Electronics,8504,21,10342.64,15,32579.32,184616.12,5,0.0,0.0,9230.81,0.0,0.0,9230.81,193846.93,UPI
INV017359,2025-09-18,S0181,28GBPPP9367O8ZO,B0004,11BZIPZ1872W5ZZ,Food,2106,80,125.69,5,502.76,9552.44,28,1337.34,1337.34,0.0,0.0,0.0,2674.68,12227.12,Cash
INV017360,2025-05-04,S0196,28KSFTV0181K4Z3,B0210,18YHUQG8503T6ZU,Furniture,9403,54,43507.17,15,352408.08,1996979.1,5,49924.48,49924.48,0.0,0.0,0.0,99848.96,2096828.06,UPI
INV017361,2025-07-16,S0399,35KTONQ0233J8ZK,B0527,03RUCAW0839G3ZN,Furniture,9403,47,25356.39,5,59587.52,1132162.81,28,0.0,0.0,317005.59,2.0,22643.26,339648.85,1471811.66,Cheque
INV017362,2025-01-26,S0068,29OIOOL3165H7ZC,B0847,35NDQFW8088Z2Z6,Stationery,4820,91,935.88,10,8516.51,76648.57,28,10730.8,10730.8,0.0,0.0,0.0,21461.6,98110.17,Credit Card
INV017363,2025-04-03,S0071,22WWJIS7800U5ZO,B0481,37JNYJP5795D4ZX,Stationery,4820,71,273.73,15,2915.22,16519.61,28,2312.75,2312.75,0.0,0.0,0.0,4625.5,21145.11,UPI
INV017364,2025-01-29,S0100,28VGPNK3331Q2Z7,B0143,28SISGE2246I8ZF,Clothing,6109,33,1973.66,0,0.0,65130.78,18,5861.77,5861.77,0.0,0.0,0.0,11723.54,76854.32,Bank Transfer
INV017365,2025-08-09,S0217,05AFXYK2774M2Z8,B0179,29DMIXZ6566B4ZC,Stationery,4820,49,310.22,0,0.0,15200.78,5,380.02,380.02,0.0,0.0,0.0,760.04,15960.82,Credit Card
INV017366,2025-03-31,S0422,20IFTVC9750Z8ZG,B0538,05EQWLW7117G2ZL,Clothing,6109,79,654.13,5,2583.81,49092.46,5,0.0,0.0,2454.62,0.0,0.0,2454.62,51547.08,Bank Transfer
INV017367,2025-09-29,S0146,13YHHYZ7764P6Z9,B0864,09LSZLZ5583J2Z9,Pharmaceuticals,3004,95,4343.21,0,0.0,412604.95,28,57764.69,57764.69,0.0,0.0,0.0,115529.38,528134.33,Cash
INV017368,2025-12-16,S0246,25JJVUP7247B5ZB,B0564,10NXTHO5126K4ZU,Clothing,6109,39,4219.91,15,24686.47,139890.02,12,8393.4,8393.4,0.0,0.0,0.0,16786.8,156676.82,Bank Transfer
INV017369,2025-01-20,S0129,32AOJUO6039X8Z7,B0102,13XDNJM6110E5Z1,Industrial Equipment,8419,36,90159.0,0,0.0,3245724.0,18,292115.16,292115.16,0.0,0.0,0.0,584230.32,3829954.32,Bank Transfer
INV017370,2025-08-06,S0053,13FMSZN2112F5ZA,B0083,25YXBGP2559I1ZU,Stationery,4820,37,686.66,0,0.0,25406.42,12,0.0,0.0,3048.77,0.0,0.0,3048.77,28455.19,Cash
INV017371,2025-12-31,S0368,18WPWEN4854Y9ZY,B0433,37NGUEY8271T5Z9,Industrial Equipment,8419,17,55293.98,0,0.0,939997.66,12,0.0,0.0,112799.72,0.0,0.0,112799.72,1052797.38,Cash
INV017372,2025-07-07,S0278,01HRRHP1817D5ZH,B0355,15WRMQP5229Y5Z0,Pharmaceuticals,3004,60,8954.81,10,53728.86,483559.74,12,29013.58,29013.58,0.0,0.0,0.0,58027.16,541586.9,Cash
INV017373,2025-12-15,S0289,36OVUZQ8564K6ZD,B0672,18ETMTB4322I8ZY,Electronics,8504,75,37086.67,10,278150.03,2503350.22,12,150201.01,150201.01,0.0,0.0,0.0,300402.02,2803752.24,Credit Card
INV017374,2025-02-09,S0441,29SEPVB2804P5Z4,B0515,03MCFVE7826O3Z2,Food,2106,64,130.2,0,0.0,8332.8,12,499.97,499.97,0.0,0.0,0.0,999.94,9332.74,Cash
INV017375,2025-08-30,S0408,31DSHNN6617U9ZF,B0379,36XQEWW7346G7ZX,Stationery,4820,15,1347.92,0,0.0,20218.8,18,1819.69,1819.69,0.0,0.0,0.0,3639.38,23858.18,Cash
INV017376,2025-07-01,S0356,31OULJG3088L5Z4,B0205,29YBOIS9270G7Z9,Clothing,6109,6,1286.58,0,0.0,7719.48,12,463.17,463.17,0.0,0.0,0.0,926.34,8645.82,Cheque
INV017377,2025-01-08,S0355,29DYOPL7846R5ZW,B0943,08QIARF3407V7ZO,Stationery,4820,1,1237.8,0,0.0,1237.8,18,0.0,0.0,222.8,0.0,0.0,222.8,1460.6,Bank Transfer
INV017378,2025-11-22,S0140,10FNNBD3446Q3ZU,B0180,13DWFDO5274R5ZQ,Food,2106,47,984.42,10,4626.77,41640.97,5,1041.02,1041.02,0.0,0.0,0.0,2082.04,43723.01,Cheque
INV017379,2025-08-03,S0233,17XBZFQ8088D1Z3,B0205,29YBOIS9270G7Z9,Industrial Equipment,8419,81,27610.37,0,0.0,2236439.97,28,0.0,0.0,626203.19,0.0,0.0,626203.19,2862643.16,Cash
INV017380,2025-02-09,S0101,33FUJYQ1121E2ZL,B0565,17KQLLZ6721M2ZN,Stationery,4820,47,1320.73,0,0.0,62074.31,12,3724.46,3724.46,0.0,0.0,0.0,7448.92,69523.23,Cheque
INV017381,2025-02-18,S0332,26TKUMJ5233W7ZI,B0614,15CXCSB0942N5ZL,Food,2106,92,2076.64,10,19105.09,171945.79,5,4298.64,4298.64,0.0,0.0,0.0,8597.28,180543.07,Credit Card
INV017382,2025-01-18,S0293,09ZATOL5979W3ZI,B0442,01TKZJU9707G5ZS,Food,2106,47,1036.18,10,4870.05,43830.41,28,0.0,0.0,12272.51,0.0,0.0,12272.51,56102.92,Cheque
INV017383,2025-05-05,S0474,15IXNKB3458P9Z8,B0472,11JCEQQ8719T7ZM,Pharmaceuticals,3004,28,5971.53,5,8360.14,158842.7,28,22237.98,22237.98,0.0,0.0,0.0,44475.96,203318.66,Cash
INV017384,2025-04-30,S0297,31PYSRX5840D1ZY,B0109,14HGVRY9988C2ZJ,Food,2106,71,2980.42,0,0.0,211609.82,18,19044.88,19044.88,0.0,0.0,0.0,38089.76,249699.58,Cheque
INV017385,2025-06-01,S0388,18RXJCH8395W2ZU,B0042,07VDCVR4950B8ZU,Industrial Equipment,8419,89,36825.78,0,0.0,3277494.42,28,458849.22,458849.22,0.0,0.0,0.0,917698.44,4195192.86,Credit Card
INV017386,2025-03-27,S0263,15QRGKA7709U3ZA,B0752,18XETWG1543E6ZS,Food,2106,13,1003.28,0,0.0,13042.64,12,0.0,0.0,1565.12,0.0,0.0,1565.12,14607.76,Bank Transfer
INV017387,2025-10-25,S0302,28HGEVA4909T1ZT,B0544,21LTMMT3915B6Z0,Pharmaceuticals,3004,88,1437.45,0,0.0,126495.6,28,17709.38,17709.38,0.0,0.0,0.0,35418.76,161914.36,Bank Transfer
INV017388,2026-12-31,S0108,22VRVTR5643L5ZL,B0051,01EMRWZ6469L7ZT,Electronics,8504,66,8163.39,0,0.0,538783.74,28,75429.72,75429.72,0.0,0.0,0.0,150859.44,689643.18,UPI
INV017389,2025-06-28,S0310,07HRPHY3801H3ZZ,B0366,24MCIDQ0529S4ZF,Furniture,9403,70,14580.46,0,0.0,1020632.2,12,0.0,0.0,122475.86,0.0,0.0,122475.86,1143108.06,UPI
INV017390,2025-10-14,S0268,35QMYJH1652P3ZQ,B0529,11KNQEO4969D3Z2,Clothing,6109,5,2443.19,10,1221.6,10994.35,28,1539.21,1539.21,0.0,0.0,0.0,3078.42,14072.77,Bank Transfer
INV017391,2025-02-23,S0398,21KYONQ7014B4Z7,B0864,09LSZLZ5583J2Z9,Industrial Equipment,8419,8,43047.87,15,51657.44,292725.52,5,7318.14,7318.14,0.0,0.0,0.0,14636.28,307361.8,UPI
INV017392,2025-08-07,S0175,01NKASN2564F2ZG,B0043,37DWUHU7560I3ZP,Food,2106,43,132.96,0,0.0,5717.28,12,343.04,343.04,0.0,0.0,0.0,686.08,6403.36,Bank Transfer
INV017393,2025-09-20,S0331,34ARRIJ1628N6ZR,B0501,37OWYEQ1238E6ZL,Industrial Equipment,8419,72,18880.26,5,67968.94,1291409.78,12,77484.59,77484.59,0.0,0.0,0.0,154969.18,1446378.96,UPI
INV017394,2025-06-21,S0386,22SCLAF5252P3ZB,B0354,32OFEKG3564V3ZT,Electronics,8504,84,32643.97,0,0.0,2742093.48,5,0.0,0.0,137104.67,0.0,0.0,137104.67,2879198.15,Credit Card
INV017395,2025-09-12,S0072,06LCQWL6907J6ZX,B0814,29YOBAO4368F4ZY,Furniture,9403,4,34747.85,5,6949.57,132041.83,18,11883.76,11883.76,0.0,0.0,0.0,23767.52,155809.35,Cheque
INV017396,2025-06-13,S0221,02ILNGZ6450S3ZX,B0810,14MNVOE0016A5ZG,Clothing,6109,53,1180.42,0,0.0,62562.26,5,1564.06,1564.06,0.0,0.0,0.0,3128.12,65690.38,Cheque
INV017397,2025-02-09,S0327,11SILPF3128Q7ZJ,B0671,28BAMBX0424J3ZS,Electronics,8504,83,24824.5,5,103021.68,1957411.82,28,274037.65,274037.65,0.0,0.0,0.0,548075.3,2505487.12,Credit Card
INV017398,2025-06-05,S0131,09LXBDD1373Q5ZF,B0482,27VSBQL4803Z7ZB,Pharmaceuticals,3004,87,9821.47,0,0.0,854467.89,18,76902.11,76902.11,0.0,0.0,0.0,153804.22,1008272.11,Credit Card
INV017399,2025-08-18,S0233,17XBZFQ8088D1Z3,B0594,05DDNWB5952Y7ZX,Furniture,9403,75,44944.57,0,0.0,3370842.75,18,303375.85,303375.85,0.0,0.0,0.0,606751.7,3977594.45,Cash
INV017400,2025-07-20,S0307,35NQFQF6828X7ZE,B0265,26XGFVS9175F4Z5,Stationery,4820,52,118.72,15,926.02,5247.42,5,0.0,0.0,262.37,5.0,262.37,524.74,5772.16,Cheque
INV017401,2025-09-07,S0152,19LQNXD5283X8ZQ,B0857,33TUHUT5134S6ZG,Stationery,4820,82,1553.71,10,12740.42,114663.8,28,16052.93,16052.93,0.0,0.0,0.0,32105.86,146769.66,Credit Card
INV017402,2025-03-29,S0469,28NMUVL2507G3ZW,B0765,33DYXZV4318B1ZJ,Electronics,8504,46,43937.2,0,0.0,2021111.2,5,50527.78,50527.78,0.0,0.0,0.0,283388.75,2122166.76,Cheque
INV017403,2025-03-29,S0215,20FPEKQ7723H8ZE,B0062,33CQWXE2457D3ZX,Furniture,9403,100,37057.65,5,185288.25,3520476.75,12,211228.61,211228.61,0.0,0.0,0.0,422457.22,3942933.97,Credit Card
INV017404,2025-06-26,S0089,05DQPSJ5254Z2Z9,B0568,31OHZWG6886A5ZA,Electronics,8504,65,15839.47,15,154434.83,875130.72,18,0.0,0.0,157523.53,0.0,0.0,157523.53,1032654.25,UPI
INV017405,2025-10-15,S0050,32FUIWS2090X7Z5,B0765,33DYXZV4318B1ZJ,Furniture,9403,71,14122.66,0,0.0,1002708.86,5,0.0,0.0,50135.44,0.0,0.0,50135.44,1052844.3,Cheque
INV017406,2025-09-11,S0431,28SKIJJ5641M6Z0,B0434,18CEVBX5025S8Z3,Pharmaceuticals,3004,25,2069.5,5,2586.88,49150.62,18,0.0,0.0,8847.11,0.0,0.0,8847.11,57997.73,Cash
INV017407,2025-04-01,S0267,09SRZGK3075G6ZO,B0564,10NXTHO5126K4ZU,Pharmaceuticals,3004,40,3267.31,5,6534.62,124157.78,28,0.0,0.0,34764.18,0.0,0.0,34764.18,158921.96,Bank Transfer
INV017408,2025-07-06,S0127,19SZFDB1798K6ZE,B0927,06JOCYH1392F7Z6,Stationery,4820,40,108.25,15,649.5,3680.5,28,515.27,515.27,0.0,0.0,0.0,1030.54,4711.04,Cash
INV017409,2025-12-19,S0407,12ZTJAT3887R2ZS,B0273,26HZMQX8912A3ZG,Furniture,9403,18,44413.8,10,79944.84,719503.56,5,0.0,0.0,35975.18,0.0,0.0,35975.18,755478.74,Cheque
INV017410,2025-09-16,S0396,31SJWMD1070I7ZO,B0012,11AILWO9265K7ZY,Stationery,4820,33,527.0,0,0.0,17391.0,5,434.77,434.77,0.0,0.0,0.0,869.54,18260.54,UPI
INV017411,2025-06-15,S0454,32NVLZA0701Z9Z3,B0014,32QZBWF2258T2ZG,Electronics,8504,90,49965.22,10,449686.98,4047182.82,28,0.0,0.0,1133211.19,0.0,0.0,1133211.19,5180394.01,Cheque
INV017412,2025-01-10,S0419,02PIXIF2341E3ZR,B0808,14MYMOG8742W9ZS,Clothing,6109,38,3401.07,15,19386.1,109854.56,18,0.0,0.0,19773.82,0.0,0.0,19773.82,129628.38,UPI
INV017413,2025-06-18,S0198,06RIGDJ1355N3Z5,B0559,04SSMYD1170L6ZV,Electronics,8504,48,26756.42,0,0.0,1284308.16,18,115587.73,115587.73,0.0,0.0,0.0,231175.46,1515483.62,UPI
INV017414,2025-11-14,S0104,33JPYTB9516Q3ZD,B0738,31NYXTM5908U2Z5,Stationery,4820,16,1778.49,15,4268.38,24187.46,18,2176.87,2176.87,0.0,0.0,0.0,4353.74,28541.2,Cheque
INV017415,2025-11-26,S0393,28ZZDYX3591K3ZB,B0802,22FRWFK8942N7Z1,Stationery,4820,60,928.41,15,8355.69,47348.91,18,4261.4,4261.4,0.0,5.0,2367.45,10890.25,58239.16,Bank Transfer
INV017416,2025-06-14,S0127,19SZFDB1798K6ZE,B0594,05DDNWB5952Y7ZX,Food,2106,22,2912.82,0,0.0,64082.04,5,1602.05,1602.05,0.0,0.0,0.0,3204.1,67286.14,UPI
INV017417,2025-07-14,S0443,07XQYLX8320U7Z3,B0195,18CLVEJ4381G5ZC,Stationery,4820,26,837.88,0,0.0,21784.88,18,0.0,0.0,3921.28,0.0,0.0,3921.28,25706.16,Credit Card
INV017418,2025-07-27,S0158,29DFPCN8454B9Z3,B0610,32LWIAN3421C7ZK,Industrial Equipment,8419,3,96124.48,0,0.0,288373.44,28,0.0,0.0,80744.56,0.0,0.0,80744.56,369118.0,Cash
INV017419,2025-09-18,S0282,03ADQIX9273K3ZH,B0124,11ZDKTK9283W8ZK,Pharmaceuticals,3004,62,9437.39,5,29255.91,555862.27,5,13896.56,13896.56,0.0,0.0,0.0,27793.12,583655.39,Cheque
INV017420,2025-11-10,S0086,10ZOUCW1375A3ZQ,B0700,26QHEOR7412N3ZX,Industrial Equipment,8419,19,22872.36,0,0.0,434574.84,28,60840.48,60840.48,0.0,0.0,0.0,121680.96,556255.8,Bank Transfer
INV017421,2025-09-23,S0403,22ORDWE7437O5ZL,B0369,36WZCCS3717F4Z2,Electronics,8504,6,36592.28,10,21955.37,197598.31,18,17783.85,17783.85,0.0,0.0,0.0,35567.7,233166.01,Credit Card
INV017422,2025-01-10,S0016,28JKWBQ6078D4ZM,B0022,34RPUNM0573S7ZP,Stationery,4820,2,1697.11,5,169.71,3224.51,28,451.43,451.43,0.0,0.0,0.0,902.86,4127.37,UPI
INV017423,2025-12-04,S0372,32YVMQJ7887B5Z7,B0967,20GLPNS8388B9ZU,Clothing,6109,48,2970.33,0,0.0,142575.84,5,3564.4,3564.4,0.0,0.0,0.0,7128.8,149704.64,UPI
INV017424,2025-03-06,S0147,18HOOXK3710W2ZW,B0614,15CXCSB0942N5ZL,Clothing,6109,23,4019.03,5,4621.88,87815.81,12,5268.95,5268.95,0.0,0.0,0.0,10537.9,98353.71,Cheque
INV017425,2025-12-25,S0078,09CHTED5959F5Z4,B0638,32CPQNV2062U9ZG,Pharmaceuticals,3004,35,1056.12,0,0.0,36964.2,5,924.11,924.11,0.0,2.0,739.28,2587.5,39551.7,UPI
INV017426,2026-12-31,S0066,32YHSKM4411T9ZI,B0663,20CKYIW0371D1ZG,Industrial Equipment,8419,4,55827.47,15,33496.48,189813.4,5,4745.34,4745.34,0.0,0.0,0.0,9490.68,199304.08,Bank Transfer
INV017427,2025-04-12,S0354,19LDNEA3984R5Z9,B0640,16UWRFL7008E2Z2,Stationery,4820,83,535.01,0,0.0,44405.83,12,0.0,0.0,5328.7,0.0,0.0,5328.7,49734.53,Bank Transfer
INV017428,2025-08-30,S0238,35VXBZF8738F3ZP,B0742,34UDUJA5081U6ZU,Pharmaceuticals,3004,25,5537.93,0,0.0,138448.25,12,8306.9,8306.9,0.0,0.0,0.0,16613.8,155062.05,Bank Transfer
INV017429,2025-03-25,S0301,35TFSFL9097D7ZC,B0585,16PMIOS4606S1Z6,Industrial Equipment,8419,54,75393.15,10,407123.01,3664107.09,28,512974.99,512974.99,0.0,0.0,0.0,1025949.98,4690057.07,Credit Card
INV017430,2025-01-07,S0020,04PNWEY0156H7ZH,B0623,16DXXGK7321B4ZJ,Electronics,8504,73,20217.19,15,221378.23,1254476.64,5,31361.92,31361.92,0.0,0.0,0.0,62723.84,1317200.48,Bank Transfer
INV017431,2025-07-26,S0238,35VXBZF8738F3ZP,B0147,05KBXKO1429X6Z6,Pharmaceuticals,3004,50,4391.87,5,10979.67,208613.83,12,12516.83,12516.83,0.0,0.0,0.0,25033.66,233647.49,Cash
INV017432,2025-12-10,S0377,09ZHHFW0862R9Z9,B0335,16FOVRB4206L6Z0,Clothing,6109,5,3597.4,0,0.0,17987.0,18,1618.83,1618.83,0.0,0.0,0.0,3237.66,21224.66,Cheque
INV017433,2025-12-19,S0453,23MXLEA0923Z9ZT,B0039,13DFAGS4990L9Z5,Furniture,9403,10,13800.61,15,20700.92,117305.18,5,2932.63,2932.63,0.0,0.0,0.0,5865.26,123170.44,Bank Transfer
INV017434,2025-01-09,S0255,06KKIHL8765N2Z0,B0415,37LZAZO4291T2ZG,Clothing,6109,82,566.52,0,0.0,46454.64,18,0.0,0.0,8361.84,0.0,0.0,8361.84,54816.48,Bank Transfer
INV017435,2025-07-29,S0407,12ZTJAT3887R2ZS,B0200,12EWQDD4211A4ZF,Clothing,6109,45,372.19,0,0.0,16748.55,28,0.0,0.0,4689.59,0.0,0.0,4689.59,21438.14,Cheque
INV017436,2025-11-09,S0363,13LUNZM6336B9Z7,B0838,34QZAXN1594P9ZI,Electronics,8504,51,13501.55,0,0.0,688579.05,18,61972.11,61972.11,0.0,2.0,13771.58,137715.8,826294.85,UPI
INV017437,2025-05-02,S0441,29SEPVB2804P5Z4,B0159,31ZWXTH1155W9ZC,Stationery,4820,81,256.62,10,2078.62,18707.6,5,467.69,467.69,0.0,0.0,0.0,935.38,19642.98,Cash
INV017438,2025-03-09,S0330,09GTXCP5207A9ZH,B0365,33GAMKJ5129M4Z2,Food,2106,47,2268.01,15,15989.47,90607.0,12,5436.42,5436.42,0.0,0.0,0.0,10872.84,101479.84,Cheque
INV017439,2025-07-05,S0067,05HUKYN8225V8ZJ,B0070,04VGNDT9450K4Z8,Furniture,9403,67,27548.84,0,0.0,1845772.28,5,46144.31,46144.31,0.0,0.0,0.0,92288.62,1938060.9,UPI
INV017440,2025-06-23,S0345,34LRAFP3625H5Z4,B0254,01YUNGR3996A7ZC,Stationery,4820,62,1192.87,0,0.0,73957.94,28,10354.11,10354.11,0.0,0.0,0.0,20708.22,94666.16,Bank Transfer
INV017441,2025-05-27,S0022,09RHITB4990G9ZQ,B0184,15JCYES3845W5Z9,Industrial Equipment,8419,41,6883.22,5,14110.6,268101.42,28,37534.2,37534.2,0.0,0.0,0.0,75068.4,343169.82,Cheque
INV017442,2025-03-11,S0312,03APNYH7934U9ZJ,B0041,34TEXGM0329D7ZX,Clothing,6109,41,3583.68,15,22039.63,124891.25,12,7493.48,7493.48,0.0,0.0,0.0,14986.96,139878.21,Cash
